law,budget,replication,method,rule,family_noncoverage,false_certification
biased_zero_rank_contrast,3072,6,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,6,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,6,complete_u,range,False,False
biased_zero_rank_contrast,3072,6,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,7,shared_correction,range,False,False
biased_zero_rank_contrast,3072,7,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,7,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,7,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,7,complete_u,range,False,False
biased_zero_rank_contrast,3072,7,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,8,shared_correction,range,False,False
biased_zero_rank_contrast,3072,8,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,8,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,8,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,8,complete_u,range,False,False
biased_zero_rank_contrast,3072,8,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,9,shared_correction,range,False,False
biased_zero_rank_contrast,3072,9,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,9,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,9,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,9,complete_u,range,False,False
biased_zero_rank_contrast,3072,9,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,10,shared_correction,range,False,False
biased_zero_rank_contrast,3072,10,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,10,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,10,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,10,complete_u,range,False,False
biased_zero_rank_contrast,3072,10,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,11,shared_correction,range,False,False
biased_zero_rank_contrast,3072,11,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,11,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,11,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,11,complete_u,range,False,False
biased_zero_rank_contrast,3072,11,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,12,shared_correction,range,False,False
biased_zero_rank_contrast,3072,12,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,12,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,12,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,12,complete_u,range,False,False
biased_zero_rank_contrast,3072,12,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,13,shared_correction,range,False,False
biased_zero_rank_contrast,3072,13,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,13,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,13,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,13,complete_u,range,False,False
biased_zero_rank_contrast,3072,13,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,14,shared_correction,range,False,False
biased_zero_rank_contrast,3072,14,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,14,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,14,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,14,complete_u,range,False,False
biased_zero_rank_contrast,3072,14,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,15,shared_correction,range,False,False
biased_zero_rank_contrast,3072,15,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,15,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,15,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,15,complete_u,range,False,False
biased_zero_rank_contrast,3072,15,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,16,shared_correction,range,False,False
biased_zero_rank_contrast,3072,16,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,16,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,16,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,16,complete_u,range,False,False
biased_zero_rank_contrast,3072,16,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,17,shared_correction,range,False,False
biased_zero_rank_contrast,3072,17,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,17,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,17,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,17,complete_u,range,False,False
biased_zero_rank_contrast,3072,17,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,18,shared_correction,range,False,False
biased_zero_rank_contrast,3072,18,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,18,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,18,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,18,complete_u,range,False,False
biased_zero_rank_contrast,3072,18,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,19,shared_correction,range,False,False
biased_zero_rank_contrast,3072,19,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,19,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,19,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,19,complete_u,range,False,False
biased_zero_rank_contrast,3072,19,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,20,shared_correction,range,False,False
biased_zero_rank_contrast,3072,20,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,20,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,20,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,20,complete_u,range,False,False
biased_zero_rank_contrast,3072,20,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,21,shared_correction,range,False,False
biased_zero_rank_contrast,3072,21,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,21,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,21,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,21,complete_u,range,False,False
biased_zero_rank_contrast,3072,21,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,22,shared_correction,range,False,False
biased_zero_rank_contrast,3072,22,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,22,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,22,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,22,complete_u,range,False,False
biased_zero_rank_contrast,3072,22,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,23,shared_correction,range,False,False
biased_zero_rank_contrast,3072,23,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,23,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,23,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,23,complete_u,range,False,False
biased_zero_rank_contrast,3072,23,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,24,shared_correction,range,False,False
biased_zero_rank_contrast,3072,24,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,24,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,24,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,24,complete_u,range,False,False
biased_zero_rank_contrast,3072,24,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,25,shared_correction,range,False,False
biased_zero_rank_contrast,3072,25,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,25,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,25,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,25,complete_u,range,False,False
biased_zero_rank_contrast,3072,25,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,26,shared_correction,range,False,False
biased_zero_rank_contrast,3072,26,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,26,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,26,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,26,complete_u,range,False,False
biased_zero_rank_contrast,3072,26,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,27,shared_correction,range,False,False
biased_zero_rank_contrast,3072,27,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,27,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,27,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,27,complete_u,range,False,False
biased_zero_rank_contrast,3072,27,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,28,shared_correction,range,False,False
biased_zero_rank_contrast,3072,28,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,28,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,28,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,28,complete_u,range,False,False
biased_zero_rank_contrast,3072,28,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,29,shared_correction,range,False,False
biased_zero_rank_contrast,3072,29,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,29,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,29,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,29,complete_u,range,False,False
biased_zero_rank_contrast,3072,29,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,30,shared_correction,range,False,False
biased_zero_rank_contrast,3072,30,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,30,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,30,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,30,complete_u,range,False,False
biased_zero_rank_contrast,3072,30,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,31,shared_correction,range,False,False
biased_zero_rank_contrast,3072,31,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,31,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,31,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,31,complete_u,range,False,False
biased_zero_rank_contrast,3072,31,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,32,shared_correction,range,False,False
biased_zero_rank_contrast,3072,32,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,32,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,32,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,32,complete_u,range,False,False
biased_zero_rank_contrast,3072,32,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,33,shared_correction,range,False,False
biased_zero_rank_contrast,3072,33,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,33,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,33,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,33,complete_u,range,False,False
biased_zero_rank_contrast,3072,33,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,34,shared_correction,range,False,False
biased_zero_rank_contrast,3072,34,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,34,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,34,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,34,complete_u,range,False,False
biased_zero_rank_contrast,3072,34,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,35,shared_correction,range,False,False
biased_zero_rank_contrast,3072,35,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,35,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,35,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,35,complete_u,range,False,False
biased_zero_rank_contrast,3072,35,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,36,shared_correction,range,False,False
biased_zero_rank_contrast,3072,36,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,36,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,36,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,36,complete_u,range,False,False
biased_zero_rank_contrast,3072,36,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,37,shared_correction,range,False,False
biased_zero_rank_contrast,3072,37,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,37,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,37,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,37,complete_u,range,False,False
biased_zero_rank_contrast,3072,37,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,38,shared_correction,range,False,False
biased_zero_rank_contrast,3072,38,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,38,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,38,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,38,complete_u,range,False,False
biased_zero_rank_contrast,3072,38,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,39,shared_correction,range,False,False
biased_zero_rank_contrast,3072,39,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,39,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,39,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,39,complete_u,range,False,False
biased_zero_rank_contrast,3072,39,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,40,shared_correction,range,False,False
biased_zero_rank_contrast,3072,40,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,40,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,40,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,40,complete_u,range,False,False
biased_zero_rank_contrast,3072,40,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,41,shared_correction,range,False,False
biased_zero_rank_contrast,3072,41,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,41,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,41,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,41,complete_u,range,False,False
biased_zero_rank_contrast,3072,41,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,42,shared_correction,range,False,False
biased_zero_rank_contrast,3072,42,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,42,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,42,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,42,complete_u,range,False,False
biased_zero_rank_contrast,3072,42,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,43,shared_correction,range,False,False
biased_zero_rank_contrast,3072,43,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,43,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,43,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,43,complete_u,range,False,False
biased_zero_rank_contrast,3072,43,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,44,shared_correction,range,False,False
biased_zero_rank_contrast,3072,44,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,44,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,44,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,44,complete_u,range,False,False
biased_zero_rank_contrast,3072,44,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,45,shared_correction,range,False,False
biased_zero_rank_contrast,3072,45,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,45,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,45,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,45,complete_u,range,False,False
biased_zero_rank_contrast,3072,45,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,46,shared_correction,range,False,False
biased_zero_rank_contrast,3072,46,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,46,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,46,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,46,complete_u,range,False,False
biased_zero_rank_contrast,3072,46,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,47,shared_correction,range,False,False
biased_zero_rank_contrast,3072,47,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,47,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,47,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,47,complete_u,range,False,False
biased_zero_rank_contrast,3072,47,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,48,shared_correction,range,False,False
biased_zero_rank_contrast,3072,48,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,48,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,48,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,48,complete_u,range,False,False
biased_zero_rank_contrast,3072,48,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,49,shared_correction,range,False,False
biased_zero_rank_contrast,3072,49,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,49,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,49,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,49,complete_u,range,False,False
biased_zero_rank_contrast,3072,49,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,50,shared_correction,range,False,False
biased_zero_rank_contrast,3072,50,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,50,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,50,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,50,complete_u,range,False,False
biased_zero_rank_contrast,3072,50,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,51,shared_correction,range,False,False
biased_zero_rank_contrast,3072,51,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,51,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,51,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,51,complete_u,range,False,False
biased_zero_rank_contrast,3072,51,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,52,shared_correction,range,False,False
biased_zero_rank_contrast,3072,52,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,52,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,52,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,52,complete_u,range,False,False
biased_zero_rank_contrast,3072,52,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,53,shared_correction,range,False,False
biased_zero_rank_contrast,3072,53,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,53,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,53,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,53,complete_u,range,False,False
biased_zero_rank_contrast,3072,53,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,54,shared_correction,range,False,False
biased_zero_rank_contrast,3072,54,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,54,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,54,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,54,complete_u,range,False,False
biased_zero_rank_contrast,3072,54,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,55,shared_correction,range,False,False
biased_zero_rank_contrast,3072,55,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,55,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,55,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,55,complete_u,range,False,False
biased_zero_rank_contrast,3072,55,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,56,shared_correction,range,False,False
biased_zero_rank_contrast,3072,56,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,56,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,56,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,56,complete_u,range,False,False
biased_zero_rank_contrast,3072,56,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,57,shared_correction,range,False,False
biased_zero_rank_contrast,3072,57,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,57,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,57,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,57,complete_u,range,False,False
biased_zero_rank_contrast,3072,57,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,58,shared_correction,range,False,False
biased_zero_rank_contrast,3072,58,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,58,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,58,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,58,complete_u,range,False,False
biased_zero_rank_contrast,3072,58,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,59,shared_correction,range,False,False
biased_zero_rank_contrast,3072,59,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,59,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,59,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,59,complete_u,range,False,False
biased_zero_rank_contrast,3072,59,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,60,shared_correction,range,False,False
biased_zero_rank_contrast,3072,60,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,60,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,60,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,60,complete_u,range,False,False
biased_zero_rank_contrast,3072,60,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,61,shared_correction,range,False,False
biased_zero_rank_contrast,3072,61,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,61,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,61,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,61,complete_u,range,False,False
biased_zero_rank_contrast,3072,61,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,62,shared_correction,range,False,False
biased_zero_rank_contrast,3072,62,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,62,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,62,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,62,complete_u,range,False,False
biased_zero_rank_contrast,3072,62,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,63,shared_correction,range,False,False
biased_zero_rank_contrast,3072,63,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,63,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,63,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,63,complete_u,range,False,False
biased_zero_rank_contrast,3072,63,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,64,shared_correction,range,False,False
biased_zero_rank_contrast,3072,64,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,64,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,64,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,64,complete_u,range,False,False
biased_zero_rank_contrast,3072,64,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,65,shared_correction,range,False,False
biased_zero_rank_contrast,3072,65,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,65,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,65,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,65,complete_u,range,False,False
biased_zero_rank_contrast,3072,65,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,66,shared_correction,range,False,False
biased_zero_rank_contrast,3072,66,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,66,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,66,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,66,complete_u,range,False,False
biased_zero_rank_contrast,3072,66,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,67,shared_correction,range,False,False
biased_zero_rank_contrast,3072,67,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,67,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,67,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,67,complete_u,range,False,False
biased_zero_rank_contrast,3072,67,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,68,shared_correction,range,False,False
biased_zero_rank_contrast,3072,68,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,68,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,68,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,68,complete_u,range,False,False
biased_zero_rank_contrast,3072,68,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,69,shared_correction,range,False,False
biased_zero_rank_contrast,3072,69,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,69,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,69,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,69,complete_u,range,False,False
biased_zero_rank_contrast,3072,69,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,70,shared_correction,range,False,False
biased_zero_rank_contrast,3072,70,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,70,disjoint_triple_u,range,False,False
biased_zero_rank_contrast,3072,70,disjoint_triple_u,hybrid,False,False
biased_zero_rank_contrast,3072,70,complete_u,range,False,False
biased_zero_rank_contrast,3072,70,complete_u,hybrid,False,False
biased_zero_rank_contrast,3072,71,shared_correction,range,False,False
biased_zero_rank_contrast,3072,71,shared_correction,hybrid,False,False
biased_zero_rank_contrast,3072,71,disjoint_triple_u,range,False,False
